LINE,STATION,IN_MON,IN_TUE_TO_THU,IN_FRI,IN_SAT,IN_SUN,OUT_MON,OUT_TUE_TO_THU,OUT_FRI,OUT_SAT,OUT_SUN,ANNUALISED_INANDOUT
LU,South Kensington,37141,43331,45122,38291,29421,37832,42786,46006,39948,30029,26088906
LU,South Kenton,1213,1618,1523,977,713,600,1519,1492,985,767,820575
LU,South Ruislip,2367,2706,2509,2293,982,2329,2672,2427,2078,1273,1503305
LU,South Wimbledon,5452,6293,6193,5231,3537,5309,6064,6152,5239,3581,3609039
LU,South Woodford,6079,6967,6772,5573,3544,6356,7362,6649,5644,3692,4051381
LU,Southfields,7824,9057,8432,5128,4087,7428,8561,7448,4716,4029,4731235
LU,Southgate,5915,6717,6231,5467,3784,6081,6970,6912,5629,3976,3947509
LU,Southwark,12978,16336,13075,9335,6207,13671,16812,13378,9528,5723,8508705
LU,St. James's Park,14868,18774,15001,8283,6546,15603,19197,16357,7826,7033,9534074
LU,St. John's Wood,9313,10238,9987,6761,5445,9631,10578,10365,6880,5656,5870213
LU,St. Paul's,14235,17594,13930,11269,7025,14451,17882,13829,10392,6441,9189088
LU,Stamford Brook,3334,4010,3662,2602,1942,3258,3842,3482,2333,1824,2134593
LU,Stanmore,4714,5205,4957,3737,3232,4618,5243,4988,3750,3364,3002979
LU,Stepney Green,8913,9248,9125,5535,4343,8983,9195,8573,5439,4378,5133701
LU,Stockwell,10775,13141,13083,12691,8019,9955,11377,11821,11431,7709,7381051
LU,Stonebridge Park,4026,4373,4297,3069,1995,3880,4076,4061,2794,1941,2385943
LU,Stratford,77595,86452,85539,85167,72138,78815,88129,87703,87807,73142,54376225
LU,Sudbury Hill,2787,2939,2814,1754,1251,2777,2934,2662,2044,1447,1631696
LU,Sudbury Town,2777,2844,2852,2226,1266,2572,2527,2527,1863,1312,1555062
LU,Swiss Cottage,8467,9320,9030,6291,4790,8420,9257,9006,6310,4789,5236551
LU,Temple,11349,13889,10927,6283,2907,12181,15189,12598,5528,2891,7049636
LU,Theydon Bois,1109,1310,1190,1074,761,1070,1242,1139,1031,796,734300
LU,Tooting Bec,8999,10971,10345,9832,6258,8891,10752,9784,9117,6602,6265211
LU,Tooting Broadway,18228,21092,21939,19108,11912,18032,20974,21371,18352,11989,12397420
LU,Tottenham Court Road,76971,98353,96936,101538,55385,76687,101483,99221,102928,56204,58726155
LU,Tottenham Hale LU,19894,22397,21686,21799,16562,19260,20773,20716,20624,15232,13239937
LU,Totteridge & Whetstone,3097,3629,3258,2716,1801,2936,3535,3202,2540,1821,1989399
LU,Tower Hill,23546,23885,24471,19258,17176,24591,25202,26861,22221,17080,14965619
LU,Tufnell Park,6619,8474,8489,7690,4975,6494,8333,8040,7176,5159,4875982
LU,Turnham Green,6824,8098,7674,6061,4700,6948,8316,8073,6255,4703,4663306
LU,Turnpike Lane,11732,12929,13564,11949,8384,12261,13708,13475,11446,8553,7948900
LU,Upminster,6957,8470,6883,5329,3468,7956,9681,7884,5875,4062,4774045
LU,Upminster Bridge,1449,1672,1393,815,459,1467,1656,1386,641,482,838918
LU,Upney,3903,4181,3996,2298,1930,3465,3689,3428,2057,1709,2153159
LU,Upton Park,14060,14868,14837,10815,9249,13516,14190,13922,10488,8901,8491273
LU,Uxbridge,9381,10043,9332,6232,3653,9368,9977,9265,5790,3692,5419509
LU,Vauxhall LU,29877,37466,34585,30645,23120,29680,34839,33202,26576,22947,20770515
LU,Victoria LU,83222,97548,93795,91543,67258,87212,105440,94113,87480,70026,59572570
LU,Walthamstow Central,19882,22828,22195,19661,13789,19940,22736,22082,19444,13963,13349683
LU,Wanstead,2827,3287,3114,2721,1935,2950,3551,3250,2677,1990,1948236
LU,Warren Street,22577,26908,22472,13829,9169,23690,28032,23926,13647,9177,14076462
LU,Warwick Avenue,4513,5341,5115,4351,2909,4522,5164,4763,4230,3140,3019402
LU,Waterloo LU,98947,141146,104826,93708,52363,95090,133565,100979,89806,55545,70329553
LU,Watford,2868,3224,2899,1350,1092,2893,3190,2893,1330,1063,1653584
LU,Wembley Central,7048,7290,7838,6915,4345,7597,7889,8294,6961,4562,4598994
LU,Wembley Park,23084,24729,29829,23595,17567,22854,24315,29940,22897,17319,15510977
LU,West Acton,1666,1919,1782,1437,919,1664,1825,1749,1374,968,1057631
LU,West Brompton,8346,8176,8438,9031,5435,8671,8799,7712,8191,4892,5181211
LU,West Finchley,2101,2512,2128,1641,1106,2002,2316,1947,1439,1093,1296777
LU,West Ham,8846,9717,9266,6626,4359,8702,9417,9038,6480,4322,5338957
LU,West Hampstead LU,11592,13560,12627,10292,7013,11040,12660,11767,9574,6679,7390480
LU,West Harrow,1606,1543,1811,1335,812,1759,1796,1863,1366,1054,1003523
LU,West Kensington,5591,6606,6470,6304,3947,5365,6163,5849,5527,3732,3763523
LU,West Ruislip,1832,2097,1884,2082,1081,1833,2094,1848,1892,1092,1212120
LU,Westbourne Park,5618,6317,6423,5223,3292,5166,5949,5802,4657,3077,3529781
LU,Westminster,26801,30749,29255,32514,21822,27831,32555,30777,32850,21352,19172572
LU,White City,11903,14791,11941,9725,6705,11917,14549,12046,10726,7038,7890670
LU,Whitechapel,28763,30362,29419,22806,14970,28982,30521,29605,23470,15378,17452196
LU,Willesden Green,8480,9340,9432,7572,5539,8325,9177,9224,7294,5508,5426495
LU,Willesden Junction,7071,7806,7589,5765,3566,6917,7446,7196,5470,3774,4321012
LU,Wimbledon,17068,19113,18228,20178,10237,16458,18749,17332,18206,10549,11223888
LU,Wimbledon Park,2993,3219,3076,2795,1500,2966,3167,2967,2677,1554,1841679
LU,Wood Green,13593,14917,16265,14642,9563,13222,14573,16396,14311,9360,9088053
LU,Wood Lane,6644,7949,7412,8723,4528,7116,8541,7967,8876,5038,4909025
LU,Woodford,6943,8049,7803,6211,4041,6815,7914,7257,5820,4016,4492296
LU,Woodside Park,4833,4667,4360,3443,2353,8155,7931,7605,5675,4587,3657219
LO,Acton Central,2452,2709,2726,2219,1193,2453,2646,2575,2133,1225,1600049
LO,Anerley,1832,1962,1987,1571,1059,1637,1689,1696,1452,1098,1127618
LO,Barking,---,---,---,---,---,---,---,---,---,---,---
LO,Barking Riverside,1453,1622,1504,942,450,1280,1449,1279,822,477,843628
LO,Bethnal Green LO,2453,2643,2559,2162,1489,2719,2997,2910,2472,1634,1710233
LO,Blackhorse Road,---,---,---,---,---,---,---,---,---,---,---
LO,Brockley,5922,5663,6228,5763,3617,5438,5165,5614,4559,3332,3533098
LO,Brondesbury,3972,4273,4403,3788,2094,3849,4099,4212,3308,2070,2557465
LO,Brondesbury Park,2460,2604,2560,1974,1208,2457,2624,2491,1847,1197,1543742
LO,Bruce Grove,4255,4466,3768,3082,3893,3665,3957,3636,2782,2806,2574117
LO,Bush Hill Park,4333,3450,3161,2413,1558,3955,3360,2806,2198,1612,2056493
LO,Bushey,652,643,716,1297,558,1166,1150,663,1100,454,580235
LO,Caledonian Road & Barnsbury,2862,3177,3812,2907,1756,2920,3338,3948,2801,1894,2055409
LO,Cambridge Heath,2291,2592,2461,2329,1745,2270,2750,2735,2353,1839,1648923
LO,Camden Road,5960,6643,6468,6479,3878,6172,7166,7092,6899,4010,4280157
LO,Canada Water,---,---,---,---,---,---,---,---,---,---,---
LO,Canonbury,3898,4628,4594,3616,2746,3594,4248,4240,3446,2951,2698091
LO,Carpenders Park,1767,2042,2059,1817,904,2064,2129,2171,1808,997,1263940
LO,Cheshunt,1180,1681,1615,1005,1378,1223,1605,1667,1204,1170,983008
LO,Chingford,3701,4312,3594,2752,2155,3877,4483,3924,2560,1822,2458651
LO,Clapham High Street,2750,2732,2822,2630,1888,2759,2728,3076,2840,2184,1807751
LO,Clapham Junction,20347,23886,22964,18108,11500,18121,20764,20140,14039,6975,12888580
LO,Clapton,3677,4438,4236,2662,1870,3303,3807,3833,2250,1666,2335586
LO,Crouch Hill,1710,1837,2005,1806,811,1730,1796,2080,1879,807,1149023
LO,Crystal Palace,2404,3320,2706,2496,2084,2410,3269,2473,2366,2108,1879631
LO,Dalston Junction,6839,8430,9188,9554,6054,7055,8475,9331,10132,6381,5581140
LO,Dalston Kingsland,7098,8288,8987,8599,4905,7039,8256,9369,9225,5066,5322991
LO,Denmark Hill,11817,11677,11016,7040,6268,12074,12040,11575,7371,6482,7011961
LO,Edmonton Green,6625,6870,5972,5038,3347,6778,6515,6430,5155,3624,4025431
LO,Emerson Park,691,542,490,339,132,453,418,360,189,119,273840
LO,Enfield Town,3662,4211,4047,2707,1886,3513,3892,3498,2361,1842,2315882
LO,Euston NR,4221,4835,5287,3553,3089,4194,4604,5013,3266,2871,2896370
LO,Finchley Road & Frognal,3453,3616,3711,3275,2030,3501,3671,3635,3212,1944,2257755
LO,Forest Hill,4256,4170,4046,3879,3289,4362,4397,4270,3882,3404,2764777
LO,Gospel Oak,4081,4421,4571,3855,2861,3793,4186,4235,3603,2716,2689437
LO,Gunnersbury,---,---,---,---,---,---,---,---,---,---,---
LO,Hackney Central,7261,8699,9531,9543,4456,7399,8858,9933,10279,4747,5608887
LO,Hackney Downs,7118,5553,8044,4611,6461,6659,7661,8132,3807,5487,4356459
LO,Hackney Wick,4939,5831,5998,6909,3078,5320,5800,6387,7823,3080,3797970
LO,Haggerston,4272,5297,5127,4635,3137,4230,5234,5045,4837,3163,3198037
LO,Hampstead Heath,4746,5082,5016,4354,3440,4699,5064,4933,4517,3207,3164739
LO,Harlesden,---,---,---,---,---,---,---,---,---,---,---
LO,Harringay Green Lanes,2838,2884,3077,2992,1784,2814,2951,3097,2872,1744,1875274
LO,Harrow & Wealdstone,---,---,---,---,---,---,---,---,---,---,---
LO,Hatch End,946,1080,1075,702,451,961,1085,1090,709,468,624414
LO,Headstone Lane,828,863,854,458,324,740,752,750,395,284,458943
LO,Highams Park,4249,4938,4367,3224,1897,4087,4321,4051,2907,1952,2639702
