LINE,STATION,IN_WEEKDAY,IN_FRI,IN_SAT,IN_SUN,OUT_WEEKDAY,OUT_FRI,OUT_SAT,OUT_SUN,ANNUALISED_INANDOUT
LU,Tufnell Park,3652.631579,3747.625,3599.25,2403.3,3412.578947,3168.25,3183.875,2275.9,1540272.567
LU,Turnham Green,6088.4,6236.375,5375.2,3815.727273,6247.65,6389.75,5439.2,3977.363636,2661113.817
LU,Turnpike Lane,10220.55,10765.2,9620.636364,6942.272727,10345.5,10468.7,9048.454545,6972.636364,4494164.46
LU,Upminster,5466,5185,4085.4,2277.5,5513.3,5190.636364,4000.3,2391.5,2214271.054
LU,Upminster Bridge,1426.6,1237.444444,494.625,288.4285714,1403.25,1243.888889,483.625,307.5714286,507764.8248
LU,Upney,3269.45,3210.1,2044.9,1340.8,3001.25,2870.2,1816.8,1237.1,1241843.842
LU,Upton Park,11855.8,11565.27273,8904.444444,6062.333333,11436.85,10864.54545,8333.444444,5965,4784244.31
LU,Uxbridge,8560.2,8856.444444,6312.444444,3910.5,8490.8,8354.888889,5901.333333,4038.5,3486758.322
LU,Vauxhall LU,32213.3,33763.66667,29565.81818,20584.90909,30471.8,30516,27108.18182,20239.27273,13623576.15
LU,Victoria LU,73590.85,77402.18182,76219.25,52525.66667,76355,77246.54545,74958,55658.44444,33480925.6
LU,Walthamstow Central,18396.57895,18809.4,16383.3,11064.11111,18440.26316,18434.1,15956.3,11411.33333,7906473.703
LU,Wanstead,2668.368421,2689.444444,2446.111111,1654,2821.631579,2853.111111,2463.111111,1696.777778,1181072.354
LU,Warren Street,17842.83333,16431,9750.111111,6906.545455,18688.44444,17498,9706.222222,6713.090909,7038704.095
LU,Warwick Avenue,3987.263158,4057,3457.909091,2295.777778,3863.368421,3727,3300.363636,2443.444444,1673859.582
LU,Waterloo LU,66906.1,68781,71409.63636,41204.9,67295.2,69060.3,72898.09091,44254.8,29868622.9
LU,Watford,2441.45,2381.444444,1425.625,874.3333333,2433.05,2412.444444,1447.25,898.4444444,955673.6067
LU,Wembley Central,6162.333333,6256.5,5556.6,3516,6510.944444,6698.75,5677.1,3605.285714,2708192.532
LU,Wembley Park,17402.27778,20104,18390.9,12475.2,17187.27778,19866,17867.7,11983.2,7894561.754
LU,West Acton,1753.789474,1752.6,1334.333333,811.6666667,1724.947368,1603.1,1239.222222,841.1666667,709948.0118
LU,West Brompton,6364.4,6367.2,6042.4,3727.6,6530.8,6001.6,5733.2,3360.2,2734931.644
LU,West Finchley,1786.388889,1727.125,1303,879.1111111,1694,1528,1150.25,861.5555556,705772.3134
LU,West Ham,6745.166667,6807.545455,4283.3,3173.3,6769.722222,6750.545455,4139.3,3109.6,2718754.039
LU,West Hampstead LU,10963.85,10931.33333,9310.909091,6264.818182,10219.25,9889.555556,8422.818182,5887.636364,4472941.377
LU,West Harrow,1231.112001,1391.749791,1055.287912,676.1694895,1375.015974,1431.785059,1128.645608,864.9494184,560543.2244
LU,West Kensington,4854.4,5050.7,4310.625,3202.272727,4617.9,4390.2,3591,2996.090909,2028752.651
LU,West Ruislip,1685,1640.142857,1438.428571,825.1666667,1745.117647,1647.857143,1363.285714,823.3333333,708681.4424
LU,Westbourne Park,4530.473684,4625.818182,3489.727273,2224.6,4265.736842,4227.545455,3220,2233.6,1823204.088
LU,Westminster,17556.5,15339.88889,16572.11111,12036.88889,18417.94444,16310.66667,17146.22222,11839.77778,7699649.57
LU,White City,11840.35714,10260.16667,8191.285714,5392.5,11327.71429,10044.83333,8056.285714,5412.375,4624536.552
LU,Whitechapel,15538.11765,15167.81818,9968.125,6933.5,15384.64706,15056.54545,10052.875,7019.333333,6205115.998
LU,Willesden Green,8044.058824,8227.7,6747.7,4885.090909,7935,7742.5,6143,4808.090909,3384122.213
LU,Willesden Junction,6478.6,6480.625,4837.571429,3147.285714,6361.933333,6149,4523,3178.428571,2631398.5
LU,Wimbledon,16583.36965,15949.18262,14063.31833,8422.729499,17177.20558,16557.57534,14561.3191,9069.054153,7056385.862
LU,Wimbledon Park,2554.615385,2399.888889,2115.375,1257,2552.615385,2331.222222,2037.75,1344.2,1053984.167
LU,Wood Green,12368.125,13406.14286,12283.7,8393.333333,11984.5,12809.85714,11952.1,8258.777778,5433152.63
LU,Wood Lane,4727.153846,4596.285714,5027.111111,2901.5,5242.076923,5143.714286,5648.888889,3263.375,2194794.717
LU,Woodford,6481.352941,6284.333333,5441.222222,3377.545455,6364.411765,5908.666667,4923.666667,3330.272727,2663456.968
LU,Woodside Park,3611.920094,3506.269698,2762.420082,1867.991973,6119.380621,5782.115799,4509.432937,3682.237189,2015726.839
LU,Nine Elms,2754.166667,2933.3,2738.222222,1998.375,2460.944444,2530,2348,1810.5,1163115.991
LU,Battersea Power Station,5262.25,5336.714286,4518.25,3109.222222,4910.5625,5016.428571,4369.25,2905.444444,2177910.865
LO,Acton Central,2486.333333,2486.888889,1968.5,1333,2432.333333,2293.666667,1805,1314.714286,1167173.809
LO,Anerley,1725.097257,1548.304655,1045.96311,1325.496946,1761.857263,1517.008857,887.0838932,1471.34486,821917.514
LO,Barking,4192.051467,4846.774211,3674.743127,2709.047115,4259.421172,4390.374502,3164.55231,2462.897449,2081131.118
LO,Battersea Park,20,23,0,9.5,14,12.5,0,0,6842.060914
LO,Bethnal Green LO,2054.444211,2088.612,1659.528,1281.763636,2227.657895,2312.205,1858.71,1373.209091,1047192.02
LO,Blackhorse Road,2947.288386,2945.064225,2757.251296,1658.743727,3357.320119,3326.791497,3233.633031,1882.315172,1550699.54
LO,Brockley,4777.812,5115.42,4535.52,2993.085,4400.4975,4341.61875,3743.366667,2886.45,2280511.765
LO,Brondesbury,3896.412632,4101.48,3406.2,2054.28,3705.063158,3746.283333,2971.383333,1942.616667,1838214.035
LO,Brondesbury Park,2202.321257,2296.189465,1138.432935,825.460119,2172.151145,2246.483611,1114.891524,927.9603831,984625.7766
LO,Bruce Grove,3116.2,2720.2,2113.4,2224,2697.8,2560.8,1829,1752,1378066.671
LO,Bush Hill Park,1767.427666,1581.164064,1401.705687,855.7200784,1489.487961,1278.420812,1032.926207,760.0971973,753673.6702
LO,Bushey,550.7116661,643.9193794,1190.069566,468.9533435,988.648057,608.3241761,1021.585605,401.2096571,396593.8471
LO,Caledonian Road & Barnsbury,2678,3209,2289.6,1350.6,2806,3278.2,2176.4,1475,1350070.923
LO,Cambridge Heath,1806.4,1755.8,1470.8,1240,1805.4,1870.8,1513.6,1235,889588.8834
LO,Camden Road,5649.534,5742.6,5293.2,3383.856,5772.48,6065.966667,5722.5,3584.7,2853286.02
LO,Canada Water,24577.92793,24570.60364,24161.14831,12310.92851,23071.93553,25541.85315,26684.52031,13052.45854,11980069.37
LO,Canonbury,3692.952,4039.2,3603.6,2441.475,3407.775,3498.027273,3286.15,2450.04375,1803937.863
LO,Carpenders Park,1664.905263,1688.175,1219.2,706.752,1631.7,1626.05625,1137.5,718.305,766704.309
LO,Cheshunt,549.4514749,570.4337667,592.1865584,528.0597557,680.2233888,697.7906937,867.8772621,826.9562634,340288.7184
LO,Chingford,2742.336,2643.84,2265.84,1416.15,2622.4275,2514.35625,2133.695455,1410.15,1279317.425
LO,Clapham High Street,2272,2601,2277,1492,2426,3001,2650,1769,1231646.567
LO,Clapham Junction,21189.5,21132,22222.5,18492,18674,18320,20588,15935,10438622.36
LO,Clapton,2528.84384,2485.522575,2244.918536,1505.035897,2201.753306,2166.475813,1904.581104,1391.280281,1157487.805
LO,Crouch Hill,1471.844928,1526.568476,1321.245813,691.4836761,1526.41813,1579.165378,1338.894344,784.7676492,727117.4398
LO,Crystal Palace,3001,2889,3436,2830,3375,2939.5,3498.5,3004.5,1667100.273
LO,Dalston Junction,6142.338,7082.64,6720.6,4426.8,5962.845,7078.575,6892.316667,4365.666667,3212643.597
LO,Dalston Kingsland,7882.522105,8756.91,8452.62,5186.916,7678.207895,8624.175,8605.40625,5243.175,4048992.625
LO,Denmark Hill,9501.569855,9717.980345,5356.762893,4738.960385,9859.335921,10144.09113,5497.979659,4748.663663,4447266.304
LO,Edmonton Green,4760.577176,4724.316651,4096.059216,2967.787604,4958.789975,4951.828009,3701.294838,2814.136932,2348712.878
LO,Emerson Park,519,478.6,257,102,340,329,162,102,183964.4953
LO,Enfield Town,3162.748235,3199.392,2324.4,1873.505455,2886.202941,2829.12,1920.8,1683.913636,1437472.989
LO,Euston NR,3533.430544,3421.162055,4220.347903,2517.490984,4600.284138,4668.475624,5793.00023,2828.706121,2116277.476
LO,Finchley Road & Frognal,3026.493984,3121.686053,1724.035252,1380.624646,3281.530478,3382.412851,1946.268477,1464.880733,1445980.962
LO,Forest Hill,3328.894533,3421.438705,3122.667915,2408.024485,3428.310357,3527.193949,3049.863778,2455.234781,1701565.479
LO,Gospel Oak,3775.850526,3916.485,3068.52,2219.184,3562.760526,3610.03125,2735.833333,2123.835,1777738.772
LO,Gunnersbury,1775.272541,1721.105198,1869.894044,1828.677289,2088.170533,1998.935729,1899.340343,1009.581506,974570.5462
LO,Hackney Central,7464.277895,8554.14,7944.96,4797.684,7385.202632,8647.905,8216.366667,4901.4,3873149.978
LO,Hackney Downs,4173.204777,4041.890508,4439.057363,2331.425711,4361.302661,4458.898198,4546.748298,2341.37656,2128123.871
LO,Hackney Wick,4157.791137,4228.601952,4155.678334,2446.956692,3755.342834,4283.640323,4475.509592,2577.839805,2034502.409
LO,Haggerston,3426.327795,3833.681834,3747.381707,2384.821419,3457.947781,4040.864166,4107.776699,2375.073461,1815478.551
LO,Hampstead Heath,4720.2,4578.255,3709.8,3016.8,4506.016667,4400.94375,3718.225,3093.416667,2246248.866
LO,Harlesden,1773.914237,1733.122055,1324.900284,619.8517844,1555.54224,1519.532895,960.9453803,938.4351896,771701.8181
LO,Harringay Green Lanes,1826.93237,1750.113015,1925.538276,1241.045471,2045.248284,1997.12664,1967.108296,1466.423147,976640.9712
LO,Harrow & Wealdstone,3221.204721,3171.329495,2970.846035,2353.359171,4040.184331,3982.029016,3187.037288,3045.845012,1805245.725
LO,Hatch End,958.1625,991.56,697.005,407.97,926.165625,961.6833333,706.125,430.10625,443477.5182
LO,Headstone Lane,876.8,915.2,512.4,397,794.8,777.8,456.8,437.4,384932.0789
LO,Highams Park,3924.018,3810.96,2814.381818,1650.548571,3609.9525,3429.533333,2463.3,1603.65,1735398.244
LO,Highbury & Islington,25792.05993,23028.80097,23730.29096,16297.13999,25894.61743,19472.66586,22373.5015,13522.72305,12291963.98
LO,Homerton,6429.24,6707.664,5548.56,3493.8,5989.1475,5844.72,4821.366667,3385.783333,3004286.348
LO,Honor Oak Park,3531.6,3482.46,2936.16,1892.34,3320.779412,3087.21,2662.916667,1921.85,1640297.324
LO,Hoxton,3809.22,3875.04,3207.195,2733.12,3881.15,4161.616667,3628.5375,3210.9,1949718.561
LO,Imperial Wharf,4793.28,4735.908,2748.6,1721.16,4456.725,4336.5,2481.675,1505.175,2061276.241
LO,Kensal Green,784.4495694,793.2653958,676.4752047,495.9282379,974.9618505,954.2316048,857.7877316,714.4264904,435841.5613
LO,Kensal Rise,4598,3854,3868.2,2396.6,4364,3456.8,3634.6,2375.4,2095469.988
LO,Kensington (Olympia),3613.868888,3103.330848,1192.300164,1184.623392,4055.200256,3288.378793,1272.050456,1291.815194,1587992.267
LO,Kentish Town West,3211,3883.8,2807.6,1971.6,3228,3883,2811.8,1987.2,1629279.931
LO,Kenton,989.3441723,928.8761367,516.4844315,493.8925064,1287.188006,1218.704384,464.9645225,416.4556246,496919.0883
LO,Kew Gardens,1906.349028,1786.61572,1577.508197,1361.178974,1716.707111,1619.119031,1547.911804,1071.777243,886683.2955
LO,Kilburn High Road,1102.41,1194.6,928.3371429,677.43,1085.385,1132.716667,856.2,723.31875,539191.5422
LO,Leyton Midland Road,2137.212,2145.469091,1678.05,961.74,2112.6,2068.881818,1542.7125,980.56875,997076.1543
LO,Leytonstone High Road,1556.125714,1612.56,1265.625,756.96,1462.35,1522.616667,1142.26875,707,721286.7832
LO,Liverpool Street NR,13227,12187.20295,9832.056112,6799.104751,13209,12554.55051,10535.36324,6617.392295,6209630.318
LO,London Fields,2253.79386,2263.83259,2192.862283,1594.445799,2331.215934,2340.901142,2619.901476,2080.369116,1188188.2
LO,New Cross,3053.5,3123.5,2969.5,2029.5,3056,2908,2896.5,2183.5,1532791.751
LO,New Cross Gate,5156.700847,5365.359684,5075.842603,2993.892694,6094.658291,5829.806433,4597.604542,3218.356184,2724966.004
LO,North Wembley,717.1623274,709.7301543,439.1697926,317.3919986,656.4802671,653.6344112,391.8517384,316.1723215,314603.2831
LO,Norwood Junction,1976.260237,1916.391397,1468.493135,1020.986357,1801.13781,1765.774059,1301.869541,879.4746556,886919.396
LO,Peckham Rye,3825.941888,3944.883305,4288.020279,3130.893869,4715.985328,4942.663732,4949.914609,3878.884615,2241737.725
LO,Penge West,1163.8,1266.2,1186,756.6,1105,1161.6,999,710.4,572880.8461
LO,Queen's Park,2240.24825,2237.102555,1969.018004,1539.144745,2238.902902,2205.703674,1707.540845,1630.774376,1104024.698
LO,Queens Road Peckham,2351.653865,1918.643824,2410.501206,1674.92713,2310.512192,1866.719948,2373.460793,1753.198775,1158467.358
LO,Rectory Road,1964.8,1688.2,1464.8,1034,1762,1559.6,1283.8,1073,869833.8501
LO,Richmond,4385.5,4333,4621,5012.5,4513.5,4646,4780,5425,2434923.153
LO,Romford,862.6273289,856.1366761,434.5834903,297.2093991,1003.396229,1023.314259,591.3243325,283.3013545,413924.414
LO,Rotherhithe,1796.256,1944.48,1708.29,1204.605,1609.7025,1665.766667,1455.43125,1157.23125,860347.131
LO,Seven Sisters,10750,11371.99037,9463.411168,7065.994456,9936,10175.02784,8476.825195,6475.246662,5132396.055
LO,Shadwell LO,5278.5,5732.91,5078.931429,3423,5403.358333,5703.075,4753.8,3442.483333,2678671.879
LO,Shepherd's Bush NR,9045,9472.32,8783.505,5501.385,9074.391667,9684.5,8973.95625,5506.9875,4551301.89
LO,Shoreditch High Street,8209.08,8647.08,9212.76,6663.465,8744.9775,10759.7,11795.11667,6828.80625,4601310.835
LO,Silver Street,3556.136882,3465.452134,2412.345274,1846.360959,3630.189354,3635.488673,2452.562259,1948.891641,1682406.299
LO,South Acton,1592.209371,1618.107889,1500.671153,1326.759305,1684.313964,1629.316936,1421.870283,1398.396328,831677.6509
LO,South Hampstead,855.2430694,862.3961926,634.2397956,573.5528402,828.5707587,867.8873464,660.113448,573.8564256,412311.7145
LO,South Kenton,420.7279694,447.2483943,357.9350143,530.6274667,693.6493241,693.6292655,484.095467,566.7697262,284940.2543
LO,South Tottenham,1985.865882,1973.7,1394.145,1053.972,2053.491176,2091.99375,1450.96875,1011.36,950085.0908
LO,Southbury,1443.107368,1432.35,1024.32,733.2,1525.152632,1454.25,1046.15,795.0833333,693973.7319
LO,St James Street,1845.396,1891.512,1678.44,1048.68,1829.31,1791.72,1522.266667,1015.731818,893897.2832
LO,Stamford Hill,1507.293663,1542.262011,1013.076001,801.4309167,1475.190525,1477.177939,883.1187301,739.4176077,695033.1786
LO,Stoke Newington,2519,2422.6,2043.2,1448.8,2394.6,2221.8,1895.4,1437.6,1176524.505
LO,Stonebridge Park,1036.322341,1012.131616,421.9937242,286.9596474,1026.508024,985.1764814,406.2155044,276.6365041,440025.2204
LO,Stratford,20080,20730,24687,25296.5,19123.5,19038,23061,24594.5,11121977.92
LO,Surrey Quays,6213.834,6702.381818,6030.84,3560.76,5546.52,5840.386364,5361.416667,3233.475,2939843.654
LO,Sydenham,2700.631965,2674.050682,2623.031644,1679.584343,3274.122872,3250.095962,2477.57617,1931.8443,1456686.201
LO,Theobalds Grove,1059.988235,995.16,630.1028571,608.7272727,963.2205882,884.9166667,567.9,565.3772727,466659.5274
LO,Turkey Street,1539.444706,1493.4,916.8,710.964,1425.344118,1323,780.5,675.885,671342.4232
LO,Upminster,717.5236692,699.2609754,488.1482267,185.1060785,709.8627214,680.3117122,441.7295893,222.848705,318550.8897
LO,Upper Holloway,2431,2419,1753.6,1181,2540,2760,1795.6,1157.8,1169992.416
LO,Walthamstow Central,5554.752273,5662.689458,4940.838434,3340.491307,4844.129605,4755.209342,6580.128894,4612.378542,2702321.61
LO,Walthamstow Queen's Road,1755.019761,1746.855418,1397.515736,809.5260233,1672.819605,1682.397842,2457.554964,1402.977311,877302.8387
LO,Wandsworth Road,988.2757576,678.5630128,874.2439203,552.5056458,978.9360783,673.9382177,833.0149628,563.2179977,455293.0777
LO,Wanstead Park,1914.948,1925.235,1543.59,875.04,1849.4175,1825.29375,1458.84375,878.2666667,890743.0055
LO,Wapping,2669.873684,2911.815,2962.845,1804.68,2520.828947,2623.29375,2666.34375,1738.65,1340833.688
LO,Watford High Street,1926.402353,2026.08,2223.936,1212.72,1783.517647,1970.616667,2245.11,1179.383333,971403.5261
LO,Watford Junction,2006.184408,2144.060637,2709.073852,2239.090688,2044.419033,2028.130753,2546.849643,2171.356948,1135592.208
LO,Wembley Central,1928.560068,1624.28205,2346.398297,1375.95157,2045.041286,1772.475298,2011.904569,1133.186836,988832.9406
LO,West Brompton,4118.037566,3987.084225,3847.06228,2803.629779,4198.30151,4175.362577,4123.089781,2722.674508,2076216.181
LO,West Croydon NR,4327.5,4241,5727.5,4099,4066,4003.5,5194.5,3845,2293961.577
LO,West Hampstead LO,6484.035789,6609.6,5505.84,3512.7,6437.107895,6450.78,5268.316667,3436.9125,3117436.643
LO,White Hart Lane,2604.888,2721,1724.76,1098,2417.1,2494.8,1528.14375,1065.575,1161269.006
LO,Whitechapel,15503.51626,14294.15258,12860.19178,11770.94082,15153.48004,13861.52464,13062.59747,11938.89575,7576024.6
LO,Willesden Junction,13107.59198,11842.90115,8556.233358,3794.873532,14326.92864,12501.93392,9496.803464,4768.152477,6074653.108
LO,Wood Street,2801.551207,2543.445905,2016.702371,1439.159207,2541.605324,2224.834093,1770.623838,1490.619042,1242080.165
LO,Woodgrange Park,1392.176842,1381.937143,1097.712,696.4457143,1289.289474,1245.6,948.36,621.6,631946.3591
DLR,Abbey Road,1657.96875,1664.833333,1325.666667,1012.3125,1624.96875,1624.5,1331.833333,1038.6875,796341.8893
DLR,All Saints,2323.473684,2418.444444,2006.666667,1433.666667,2301.078947,2347.888889,1916.333333,1412.777778,1131935.382
DLR,Bank and Monument,24937,21964,17643.4,13153.8,29124.8,25589.4,21435.2,14978.6,12475324.23
DLR,Beckton,2893.078947,2807.6,2077.7,1508.833333,2987,2880.55,2139.6,1508.25,1373475.608
DLR,Beckton Park,622.6,601.2,460.2,311.6,610,574.2,420.2,331.8,287548.0308
DLR,Blackwall,2150.083333,2187.833333,1699.5625,1199.428571,2475.166667,2366.083333,1815.375,1360.714286,1097865.325
DLR,Bow Church,3401.8,3410,3389.2,1912.6,3273,3300,3375,1851.4,1655933.843
DLR,Canary Wharf DLR,13541.5,12243.6875,10456.83333,7488.277778,14681.9,13633.375,11411.08333,7918.055556,6634865.251
DLR,Canning Town,28205.14279,27142.61326,26795.36263,19505.57309,26477.68636,25941.79819,25306.84542,18017.64627,13622167.94
DLR,Crossharbour,4640.263158,4808.7,4118.85,2892.3125,4582.026316,4590.9,3860.05,2831,2260968.518
DLR,Custom House,4675.425,3311.055556,3709.7,2145.5,4649.65,3013.444444,3441.8,1881.277778,2065444.728
DLR,Cutty Sark,7441.605263,7579.6,8196.888889,6025.75,7773.842105,7650.45,7783.222222,5930.3125,3920657.742
DLR,Cyprus,2856.342105,1962.590909,929.5,731.7,2898.105263,1875.727273,914.1111111,781.1,1138663.924
DLR,Deptford Bridge,3484.6,3695.4,3503.4,2438.8,3467.6,3657.6,3452.6,2313.4,1766459.081
DLR,Devons Road,3025.725,3079,2514.4,1864,2947,2854.5,2371.1,1832.3125,1447471.791
DLR,East India,5372.769231,5204.222222,3651.6875,2629.5625,4786.769231,4525.5,3079.3125,2176.75,2333112.492
DLR,Elverson Road,1905.263158,1959.55,1636.625,1216.45,1709.421053,1682.6,1398.1875,1127.5,884912.3063
DLR,Gallions Reach,2185.333333,2131.5,1938.15,1392.95,2322.027778,2162.125,1941.55,1474.8,1095623.705
DLR,Greenwich,5140.447368,5489.090909,5281.045455,3747.555556,5362.605263,5736.181818,5911.045455,4127.388889,2725047.439
DLR,Heron Quays,7886.275,7201.75,6472.6,4973.0625,8157.1,7648.95,6871.7,5023.875,3857997.795
DLR,Island Gardens,3161.794118,3290.136364,2989.3125,2097.666667,2941.470588,2900.954545,2577.4375,1912.722222,1514371.712
DLR,King George V,2635.269231,2644.166667,1866.0625,1324.375,2672.192308,2613.555556,1805.875,1359.0625,1237800.631
DLR,Langdon Park,5998.421053,6023,5005.55,3856.35,5337.368421,5394.590909,4443.95,3394.85,2768650.38
DLR,Lewisham DLR,9662,9681.909091,8036.954545,5691.388889,9851.2,9679.954545,7876.909091,5718.055556,4701184.614
DLR,Limehouse DLR,8283.735294,8530.555556,6191.8125,4239.1875,11988.70588,12314.05556,8670.125,6287.5,4798610.433
DLR,London City Airport,3629.125,3767.1,1489.5625,2236.611111,3311.0625,3791.8,1328.75,2113.944444,1601327.684
DLR,Mudchute,2335.763158,2445.9,2207.8125,1589.944444,2219.210526,2224.5,2012.75,1610.666667,1142393.184
DLR,Pontoon Dock,3429.578947,3674.4,3680,2643.777778,3504.210526,3620.35,3604.875,2642.777778,1794022.116
DLR,Poplar,1706.577513,1578.013299,1050.563818,956.0087296,1883.204117,1798.124604,1121.873199,1042.290538,825603.8804
DLR,Prince Regent,2840.473684,2512.555556,2349.722222,1730.05,3009.026316,2657.5,2375.222222,1627.05,1381286.579
DLR,Pudding Mill Lane,1310.583333,1318.625,966.1,696.8571429,1297.694444,1261.5,933.55,704.0714286,614842.8865
DLR,Royal Albert,1541.375,1410.5,1315.444444,1222.9,1693.65625,1676.111111,1482.722222,1131.3,798208.2019
DLR,Royal Victoria,4463.3,4907.722222,5850.5,4019.5625,3745.866667,4440.777778,5129.928571,3486.75,2286632.011
DLR,Shadwell DLR,9971.105263,10200.4375,7812,5134.833333,9591.973684,9838.1875,7621.722222,4992.222222,4667783.08
DLR,South Quay,5428.605263,5395.875,3674.6,2625.625,5425.815789,5198.1875,3471.55,2480.375,2497385.579
DLR,Star Lane,2042.111111,2000.7,1253.055556,1066.722222,2158.722222,2169.15,1322.055556,1138.833333,970623.4734
DLR,Stratford,20653.66968,21735.07929,21500.72023,14128.15603,18553.61968,19540.00398,18697.21714,12293.20542,9977027.955
DLR,Stratford High Street,1854.083333,1850.65,1380.777778,1042.142857,1889.916667,1858.85,1380.055556,1084.714286,888437.7295
DLR,Stratford International DLR,5608.972222,5855.625,5079.25,3661.714286,4809.527778,5256.8125,4599.6875,3487.5,2623668.09
DLR,Tower Gateway,4507.578947,4331.944444,4240.75,2822.1875,5202.710526,5130.833333,4947.8125,3391.8125,2401001.114
DLR,West Ham,4522.605263,4637.8125,3326.277778,2497.428571,3863.131579,3947.5,3075,2188.285714,2005601.984
DLR,West India Quay,2307.823529,3184.222222,3156.888889,2188.388889,2244.205882,3133.5,3196.722222,2216.833333,1329825.718
DLR,West Silvertown,3126.525,3021.888889,2563.75,1817.642857,3122.625,3053.333333,2622.5,1873.071429,1505609.061
DLR,Westferry,6289.5,6430.3,5284.25,3644.071429,6275.125,6317.65,5174.55,3797.142857,3049241.701
DLR,Woolwich Arsenal,17770.725,18470.25,14939.5,10139.57143,17334.425,17118.65,13855.6875,10366.07143,8491603.991
EZL,Acton Main Line,758.7446897,787.531713,611.3420715,335.0375808,651.1813615,655.6779947,532.490046,311.3413087,316256.8736
EZL,Brentwood,3454.351579,3254.04,2101.778182,1145.556,3172.823684,2952.6,1952.809091,1103.76,1390728.107
EZL,Burnham,2111.4,2054.2,1322.4,896,2045,2074.4,1186.2,933,894324.6369
EZL,Chadwell Heath,5642.431579,5577.12,3947.4,2530.44,5378.376316,5123.883333,3542.509091,2431.895455,2396449.839
EZL,Ealing Broadway,2791.217896,2809.324826,2434.824563,1650.263685,3221.362146,3077.096187,2616.356147,1868.534514,1372460.663
EZL,Forest Gate,5707.686316,5857.812,4368.010909,2954.4,5729.684211,5532.24,4067.222727,2973.016667,2548488.554
EZL,Gidea Park,3836.76,3508.38,2419.2,1322.19,3487.575,3074.79375,2060.625,1348.725,1533724.579
EZL,Goodmayes,5048.892,4920.24,3399.643636,2213.784,4884.075,4664.333333,3122.031818,2134.65,2145175.523
EZL,Hanwell,1461.6,1369.4,1050.6,500.2537307,1202,1182.8,860.6,553.2808025,576380.4464
EZL,Harold Wood,4312.553684,4144.5,2612.76,1451.88,4115.723684,3844.05,2312.45,1304.916667,1760137.945
EZL,Hayes & Harlington,3890.974587,3874.609883,3089.586881,2041.093466,3406.057745,3038.465374,2451.017548,1773.883203,1620175.649
EZL,Heathrow Terminal 4 EL,0,0,0,0,0,0,0,0,0
EZL,Heathrow Terminal 5 EL,235.5,285.5,1363.5,1503.015106,128.5,135.5,1364.5,1212.770373,260928.2242
EZL,Heathrow Terminals 2 & 3 EL,1506.975067,1607.157634,1430.857537,1649.839435,1343.369545,1520.230213,1302.449306,1377.631442,723162.1121
EZL,Ilford,8955.66,8789.31,7381.44,4999.8,9271.325,8952.43125,7199.033333,4982.133333,4106401.641
EZL,Iver,435.6,441.2,262.6,180.8,404.6,422.8,265,176.4,182116.9133
EZL,Langley,1355.4,1293.6,923.8,649.6,1232.6,1254.6,839.2,551.4,565433.5243
EZL,Liverpool Street NR,21996.5,20064.5,12672,6516.482185,26683,25598,18686,9362.063864,10251277.72
EZL,Maidenhead,4352,3516.6,3378,2538,4603.2,3954.4,3279.6,2635.8,1964707.029
EZL,Manor Park,4035.555,4083.774545,3105.84,2099.04,3964.209375,3800.809091,2834.416667,2055.433333,1781334.485
EZL,Maryland,3092.357647,3210.72,2316.796364,1497.096,2862.423529,2766.05,1878.640909,1449.525,1316546.497
EZL,Paddington NR,17232,14600,19074.5,13326.18353,17576,17665.5,21487.5,13467.7131,8513238.477
EZL,Reading,3069,2990,2174.5,1529.654474,3714,3887.5,3396.5,2212.072731,1544095.486
EZL,Romford,11538.54834,11759.67202,9277.581477,5827.574572,13002.04488,13069.46699,10080.32856,6309.797705,5506234.951
EZL,Seven Kings,4883.235629,4792.087864,3456.433071,2288.717403,4492.975768,4236.380157,3014.045894,2136.446367,2046889.045
EZL,Shenfield,2923.5,2950.5,2018,1064.869633,3932.5,3966.5,2757,1726.304356,1493660.007
EZL,Slough,4554.8,5190.4,3429.6,3552.6,4424.6,5402,3395.4,4020.4,2170889.493
EZL,Southall,5245.877647,5109.075,4169.725714,2808.36,5066.682353,4765.29375,3711.15,2550.45,2294079.113
EZL,Stratford,26354.79167,27528.43088,30133.15535,19925.60918,27358.94049,29448.31836,30003.18749,19396.61349,13233566.83
EZL,Taplow,600.4,562.6,557.4,318.8,553.4,541.8,545.2,348.6,266945.1295
EZL,Twyford,1800.8,1911.8,1645.6,983,1798.4,1903.6,1640,1023,837724.9699
EZL,West Drayton,3272.145882,3247.069091,2652.21,1519.02,2875.641176,2707.759091,2095.275,1389.675,1361605.372
EZL,West Ealing,2051.780346,2059.447609,1709.692445,805.1421117,2113.297264,1951.842053,1437.015098,864.735895,908452.6569
TRM,Addington Village,1245,1245,892,503,1133.5,1133.5,807,488.5,593586.8426
TRM,Addiscombe,1918.5,1918.5,1710.5,1049,1551.5,1551.5,1338,897,909511.1572
TRM,Ampere Way,1648.5,1648.5,2298.5,1508.5,1800.5,1800.5,2541,1595.5,1025273.413
TRM,Arena,1489.5,1489.5,1326,760,1226.5,1226.5,1096,710,711180.78
TRM,Avenue Road,177.5,177.5,161.5,100.5,102.5,102.5,119,66,75180.34001
TRM,Beckenham Junction Trams,1431.5,1431.5,1318,908,2089.5,2089.5,2126.5,1415,951354.8981
