LINE,STATION,IN_MON,IN_TUE_TO_THU,IN_FRI,IN_SAT,IN_SUN,OUT_MON,OUT_TUE_TO_THU,OUT_FRI,OUT_SAT,OUT_SUN,ANNUALISED_INANDOUT
DLR,Stratford High Street,1878.125,1950.7,1832.555556,1273.142857,984,2006.8125,2061.458333,1984.611111,1315.357143,1022.833333,1188637.948
DLR,Stratford International DLR,5842.375,6420.75,6545.75,5897.357143,4498.857143,5254.5625,5684.791667,5791,5315,4085.714286,3885641.877
DLR,Tower Gateway,4306.285714,4988.708333,4650.9375,4080.166667,3190,4343,5105.363636,5019.0625,4476.583333,3638.416667,3125555.01
DLR,West Ham,0,0,0,0,0,0,0,0,0,0,0
DLR,West India Quay,3722.1875,4389,4558.75,4666.2,3860.125,3465.1875,4097.9,4153.214286,4209.142857,3341.25,2805611.682
DLR,West Silvertown,3400,3757.166667,3691.777778,3201.5,2228.142857,3271.375,3459.5,3401.611111,2901.0625,1876.428571,2228491.576
DLR,Westferry,6019.5,6715.708333,6602.111111,5556.0625,4352.916667,6113.375,6704.541667,6409.277778,5477.285714,4581.833333,4170218.037
DLR,Woolwich Arsenal,11017.6875,10862.70833,11560.94444,10054.64286,13388.16667,11291.9375,11218.08333,11815.77778,10479.42857,12394.5,7729811.608
EZL,Abbey Wood,14590.83333,17412.22222,15076.71429,12117.33333,7379.2,18401,22071.11111,18521.71429,14886.33333,10696.8,10030892.23
EZL,Acton Main Line,1774.98165,3077.356611,1906.085072,1642.287931,848.2751389,1794.904058,3140.225787,1766.278704,1363.11209,897.9063996,1335879.623
EZL,Bond Street,0,0,0,0,0,0,0,0,0,0,0
EZL,Brentwood,3695.198816,4496.067946,3656.735421,2432.630806,1328.090595,3516.36317,4228.583412,3472.191015,2253.329139,1321.379889,2085768.587
EZL,Burnham,2197.134929,2783,2565,1815,1033,2079.854908,2607,2211,1626,1005,1338295.006
EZL,Canary Wharf EZL,17122.78494,25525.42728,19056.30701,15293.41862,9918.737548,17623.81601,25296.3196,19115.95773,16474.43291,10776.44962,12111314.24
EZL,Chadwell Heath,6433.772558,7079.899339,6634.627707,4967.809584,3017.196183,6243.752403,6800.671071,6295.611828,4464.087239,2989.933941,3604379.089
EZL,Custom House EZL,8554.322764,12055.71557,11158.83312,11661.83662,5728.044643,8528.486296,11542.90034,10871.45494,11686.5259,5548.037982,6300188.198
EZL,Ealing Broadway,0,0,0,0,0,0,0,0,0,0,0
EZL,Farringdon,0,0,0,0,0,0,0,0,0,0,0
EZL,Forest Gate,6718.232748,8169.70163,7125.181623,5861.381986,4093.111041,6824.285864,8073.712908,6959.511077,5552.270106,4142.392786,4184913.372
EZL,Gidea Park,4040.953594,4945.296758,4071.535671,2969.277551,1738.701898,3808.591453,4618.087954,3724.882956,2633.322848,1798.049701,2330987.488
EZL,Goodmayes,5903.673412,6485.151399,5921.498724,4274.509804,2828.682275,5851.246024,6405.26371,5751.750492,4002.726224,2799.772315,3313050.797
EZL,Hanwell,2700.527013,2700.527013,2102.304167,1647.50932,1010.90726,2265.567993,2265.567993,1893.558839,1381.147144,1047.956814,1261828.553
EZL,Harold Wood,4720.096,5443.47745,4618.852889,3329.558561,1776.589424,4626.542239,5271.57387,4405.548316,3018.978714,1641.326762,2627711.288
EZL,Hayes & Harlington,8853.659286,9972,10088,8770,5735,8806.50362,9965,10895,8522,5646,5541453.441
EZL,Heathrow Terminal 4 EZL,2130.333333,3009.833333,3018.2,2834.6,2802.857143,1768.25,3435.4,2723.8,2804.8,2702.428571,1748866.858
EZL,Heathrow Terminal 5 EZL,2611.5,3054.444444,2449.333333,2619.75,2086.666667,2690,3542.888889,2765,2292.25,1823.666667,1705677.935
EZL,Heathrow Terminals 2 & 3 EZL,10005.28954,10005.28954,8618.494871,7671.881379,7771.141292,9168.094724,9168.094724,8165.693616,6636.773261,5215.929233,5264496.105
EZL,Ilford,11645.63746,12874.17427,11810.49247,10092.2722,6944.182308,12149.17339,13479.54749,12057.77498,9858.446052,7045.611828,7003351.955
EZL,Iver,476.3655539,618,597,430,281,442.8223868,562,513,357,261,300690.9493
EZL,Langley,1565,2001.464021,1841,1343,797,1622,2094.801019,1812,1281,805,1018031.92
EZL,Liverpool Street LU,0,0,0,0,0,0,0,0,0,0,0
EZL,Liverpool Street NR,0,0,0,0,0,0,0,0,0,0,0
EZL,Maidenhead,3958.997485,5805,5241,3376,2805,4512.369591,6694,5525,2375,2898,2972320.413
EZL,Manor Park,4743.455314,5626.390782,4912.89564,3934.413338,2770.263185,4760.581594,5554.472056,4867.18395,3616.965503,2793.331236,2874387.595
EZL,Maryland,3855.183597,4913.611315,4127.660967,2944.584251,2133.389006,3712.535113,4616.336374,3729.456924,2585.194506,2188.14442,2348010.284
EZL,Paddington NR,0,0,0,0,0,0,0,0,0,0,0
EZL,Paddington TfL,0,0,0,0,0,0,0,0,0,0,0
EZL,Reading,3238.666667,3879.3,3593.666667,2240.5,2528.25,4322.166667,5008.7,4605.111111,3623.75,3376.25,2362236.67
EZL,Romford,14772.91066,14772.91066,14609.71356,13107.12228,6962.512559,17121.55036,17121.55036,16667.15404,14164.21377,7753.439067,8754671.803
EZL,Seven Kings,6112.171862,6112.171862,5860.411159,4230.232641,2850.369618,5523.787052,5523.787052,5141.541165,3673.700141,2737.814294,3096531.318
EZL,Shenfield,3794.571429,4187.7,3363,2762.4,1374.8,4694.571429,5410.888889,4294.5,3502.6,1949.8,2377041.892
EZL,Slough,4799.63341,6257,5136,5064,2997,4209.682916,5386,4664,3973,2551,2978202.83
EZL,Southall,5500.553263,5500.553263,5357.109154,4372.156563,2944.699591,5312.658439,5312.658439,4996.638094,3891.318025,2674.268638,2941836.717
EZL,Stratford,0,0,0,0,0,0,0,0,0,0,0
EZL,Taplow,589.5152992,888,668,595,375,574.1750359,810,562,512,401,408466.9477
EZL,Tottenham Court Road,0,0,0,0,0,0,0,0,0,0,0
EZL,Twyford,2009.960363,3390,2451,1959.251448,1074,2096.965384,3471,2588,1719.022522,1270,1558389.286
EZL,West Drayton,3431.00124,3431.00124,3404.707026,2780.968858,1592.76502,3015.247118,3015.247118,2839.214733,2196.995911,1457.14061,1746069.111
EZL,West Ealing,3704.626553,3704.626553,2970.994183,2502.523399,1201.144409,3689.481543,3689.481543,2886.436503,2194.151054,1321.426808,1859242.437
EZL,Whitechapel,0,0,0,0,0,0,0,0,0,0,0
EZL,Woolwich EZL,13627.62574,17210.02412,16285.92732,14266.19133,9583.726539,13291.56618,16852.88875,14948.91242,12811.50606,9647.687952,9007923.698
